Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
confession_54bd8109	e	"That means a lot to me, but... does this mean you're giving up on fixing it?"	game/script files/9_date.rpy	102	e sad "[what]"
confession_d94e919d	a	"I'll have more opportunities to fix it in the future. Spirits are long-lived, I have plenty of time."	game/script files/9_date.rpy	104	a happy "[what]"
confession_25811975	a	"So... even if you're only here for a little while, I want to spend time with you."	game/script files/9_date.rpy	106	a "[what]"
confession_ad141ef7	e	"That's morbid, I'm not {i}dying{/i} anytime soon!"	game/script files/9_date.rpy	108	e shocked "[what]"
confession_2cc7b95a		I blink.	game/script files/9_date.rpy	110	"[what]"
confession_484ac2ea	a	"I, uh, guess it did sound that way, huh? I just meant, you're probably going back to school soon..."	game/script files/9_date.rpy	112	a blush "[what]"
confession_354044ad	e	"Oooooh! Well, I haven't decided what to do yet. But for now... whaddya say, wanna go out?"	game/script files/9_date.rpy	114	e blush "[what]"
confession_876c8037	a	"Pfft. Yes, I'd like that."	game/script files/9_date.rpy	116	a "[what]"
confession_7dbed60d	e	"Okay!! Take me on a date! I mean, I'd like to go on a date. With you. If you want!"	game/script files/9_date.rpy	118	e happy "[what]"
confession_38e52ada		I gently trace her cheek with my fingertips and give her a reassuring smile.	game/script files/9_date.rpy	120	"[what]"
confession_644c7d08	a	"So confident. But you seem nervous, too. You were so gung-ho about this before—were you all bark and no bite?"	game/script files/9_date.rpy	122	a excited "[what]"
confession_c56e64fc	e	"I'm not nervous! I just have, uh, a lot of nervous energy!"	game/script files/9_date.rpy	124	e shocked "[what]"
confession_371beb98		She ducks in to give me a quick peck on the cheek. Her lips are soft against my skin.	game/script files/9_date.rpy	126	"[what]"
confession_f9e5dfcb	e	"But I'm not too nervous for that!"	game/script files/9_date.rpy	128	e rizzler "[what]"
confession_a0bc7945		We leave the cafe hand in hand.	game/script files/9_date.rpy	130	"[what]"
example_day_night_1e5cb339	e	"I got here at noon like I promised!"	game/script files/example_scripts/day_night_example.rpy	6	e "[what]"
example_day_night_7b24b154	a	"Neat! Watch this:"	game/script files/example_scripts/day_night_example.rpy	8	a happy "[what]"
example_day_night_7350c2a8	e	"Woah, it suddenly became night!"	game/script files/example_scripts/day_night_example.rpy	20	e "[what]"
example_day_night_5e36fe68	a	"Pretty cool, right? Let me change it back."	game/script files/example_scripts/day_night_example.rpy	22	a "[what]"
example_day_night_73b7706c	e	"Yay!"	game/script files/example_scripts/day_night_example.rpy	34	e "[what]"
example_day_night_1f4ca28b	a	"Woo hoo"	game/script files/example_scripts/day_night_example.rpy	36	a "[what]"
ending_68e995e3		To Be Continued...	game/script.rpy	45	"[what]"
